137;Se un calciatore perde accidentalmente una scarpa o un parastinchi ...;deve lasciare immediatamente il terreno di gioco per rimpiazzarli;l'Arbitro interrompe il gioco e, dopo aver fatto uscire il calciatore, lo riprende con una propria rimessa;deve rimpiazzarli appena possibile e non più tardi della prima interruzione di gioco;C; ; ; ; ; ; ; 
138;L'Arbitro interrompe il gioco per ammonire un calciatore che si rifiuta di togliere dei gioielli o un indumento non autorizzato.;Il gioco verrà ripreso con un calcio di punizione indiretto dal punto in cui era il pallone quando il gioco è stato interrotto;Il gioco verrà ripreso con un calcio di punizione diretto dal punto in cui era il pallone quando il gioco è stato interrotto;Il gioco verrà ripreso con una propria rimessa dal punto in cui era il pallone quando il gioco è stato interrotto;A; ; ; ; ; ; ; 
139;Per le società appartenenti alla LNP Serie A è consentito apporre sugli indumenti di gioco...;non più di tre marchi pubblicitari, della natura e delle dimensioni fissate dal Consiglio Federale e con la preventiva autorizzazione del competente organo della Lega;un solo marchio pubblicitario, della natura e delle dimensioni fissate dal Consiglio Federale e con la preventiva autorizzazione del competente organo della Lega;non più di cinque marchi pubblicitari, della natura e delle dimensioni fissate dal Consiglio Federale e con la preventiva autorizzazione del competente organo della Lega;C; ; ; ; ; ; ; 
140;Qualora si presentassero sul terreno di gioco due calciatori della stessa squadra con maglie di identico numero, l'Arbitro...;dovrà ammonire, per comportamento antisportivo, il calciatore indossante la maglia con numero diverso da quello indicato in elenco;dovrà esigere che il calciatore indossante la maglia con numero diverso da quello indicato in elenco la cambi o la rovesci;inizierà regolamente la gara. Il capitano si farà garante dell'identità dei propri compagni nei confronti dell'Arbitro;B; ; ; ; ; ; ; 
141;Può un calciatore eseguire un calcio di punizione senza scarpa?;Si;Si, se non l'ha persa appena prima dell'esecuzione del calcio di punizione;No;C; ; ; ; ; ; ; 
142;A seguito di un violento tiro il portiere, che è riuscito a deviare il pallone, subisce un grave infortunio e, pertanto, rimane impossibilitato a tentare di evitare la segnatura di una rete. Quale deve essere la decisione dell'Arbitro?;In ogni caso convaliderà la rete;Convaliderà la rete solo se il pallone ha superato la linea di porta immediatamente dopo l'intervento del portiere, altrimenti interromperà il gioco e lo riprenderà con una propria rimessa;In ogni caso, non convaliderà la rete e riprenderà il gioco con una propria rimessa;B; ; ; ; ; ; ; 
143;A seguito di uno scontro tra il portiere e un attaccante avversario si è reso necessario l'intervento dei sanitari per soccorrere entrambi.;Sia il portiere sia l'attaccante dovranno uscire dal terreno di gioco e attendere che l'Arbitro dia loro l'autorizzazione a rientrare;L'attaccante in questione dovrà uscire dal terreno di gioco e attendere che l'Arbitro gli dia l'autorizzazione a rientrare;Possono essere soccorsi entrambi sul terreno di gioco e non sono obbligati ad uscire prima della successiva ripresa del gioco;C; ; ; ; ; ; ; 
144;Come si regolerà l'Arbitro in caso di infrazioni contemporanee compiute sul terreno di gioco a gioco in svolgimento da due calciatori tra loro avversari?;Concederà un calcio di punizione a favore della squadra difendente;Interromperà il gioco e punirà l'infrazione più grave in termini di sanzione disciplinare, ripresa del gioco, gravità fisica e impatto tattico;Interromperà il gioco e punirà l'infrazione più grave in termini di impatto tattico, sanzione disciplinare, ripresa del gioco e gravità fisica;B; ; ; ; ; ; ; 
145;Con l'assenza dell'Arbitro designato, le squadre devono attenderlo per un periodo limite...;pari alla durata di un tempo previsto per la gara che deve essere disputata;pari all'intera durata prevista per la gara che deve essere disputata;di 45 minuti;A; ; ; ; ; ; ; 
146;Dopo aver interrotto il gioco per espellere un dirigente colpevole di un comportamento non corretto nei confronti di un dirigente avversario nel campo per destinazione...;l'Arbitro dovrà riprendere il gioco con calcio di punizione indiretto sul punto della linea perimetrale più vicino a dove è avvenuta l'infrazione;l'Arbitro dovrà riprendere il gioco con calcio di punizione diretto sul punto della linea perimetrale più vicino a dove è avvenuta l'infrazione;l'Arbitro dovrà riprendere il gioco con una propria rimessa;C; ; ; ; ; ; ; 
147;Durante lo svolgimento di un'azione di gioco un dirigente si porta dalla propria panchina a quella avversaria e colpisce con un pugno un calciatore di riserva. L'Assistente n°1 vede l'accaduto e, di norma,...;attende la prima interruzione di gioco e, quindi, con la bandierina segnala la violenza all'Arbitro per l'adozione del conseguente provvedimento disciplinare;con la bandierina segnala immediatamente la violenza all'Arbitro per l'adozione del conseguente provvedimento disciplinare;riferisce tutto all'Arbitro durante l'intervallo, se la violenza è avvenuta durante il primo tempo, o al termine della gara, se questa è avvenuta nel secondo tempo;B; ; ; ; ; ; ; 
148;Durante un'azione di gioco, l'Arbitro, che dirige senza altri Ufficiali di gara, si accorge che il proprio cronometro non funziona più. Come dovrà comportarsi?;Deve rivolgersi ai dirigenti delle due squadre che, dall'inizio e ciascuno con il proprio orologio, hanno cronometrato il tempo. Se ne farà prestare uno e continuerà la gara;Sospenderà definitivamente la gara e riporterà l'accaduto nel rapporto di gara;Deve rivolgersi al capitano locale per farsi trovare un orologio. Quindi lo utilizzerà e continuerà la gara;B; ; ; ; ; ; ; 
149;Gli Ufficiali di gara possono comunicare a calciatori, dirigenti o altre persone il tempo trascorso o mancante alla fine della gara?;No, mai;Si, purché la richiesta avvenga a gioco fermo;Si, purchè la richiesta avvenga in presenza dei capitani o dirigenti di entrambe le squadre;A; ; ; ; ; ; ; 
150;I dirigenti federali che siano anche dirigenti di Società...;possono svolgere funzioni di accompagnatore ufficiale ma non di dirigente addetto all'Arbitro in gare in cui sia impegnata la propria Società;possono, in ogni caso, svolgere funzioni di accompagnatore ufficiale o di dirigente addetto all'Arbitro in gare in cui sia impegnata la propria Società;non possono, in ogni caso, svolgere funzioni di accompagnatore ufficiale o di dirigente addetto all'Arbitro in gare in cui sia impegnata la propria Società;C; ; ; ; ; ; ; 
151;Il dirigente accompagnatore ufficiale, seduto in panchina, fuma durante la gara. Alla prima interruzione del gioco, l'Arbitro lo invita a smettere di fumare. Dopo qualche minuto si rende conto che il suo invito è stato vano e ...;non interviene e riporterà l'accaduto nel rapporto di gara;lo ammonisce;lo espelle dal recinto di gioco;C; ; ; ; ; ; ; 
152;È stato assegnato un calcio di rigore a seguito di un fallo che ha comportato l'infortunio di un calciatore e la necessità di soccorsi. Se il calciatore infortunato è l'incaricato del tiro ...;può rimanere sul terreno di gioco per poi tirare il calcio di rigore;deve lasciare obbligatoriamente il terreno di gioco ed il calcio di rigore sarà calciato da un compagno di squadra;deve lasciare obbligatoriamente il terreno di gioco, farsi soccorrere e poi rientrare per tirare il calcio di rigore;A; ; ; ; ; ; ; 
153;L'Arbitro deve considerare le seguenti circostanze nel decidere se applicare il vantaggio o interrompere il gioco ...;1) la gravità dell'infrazione 2) il risultato della gara;1) la gravità dell'infrazione 2) la zona del terreno di gioco dove viene commessa l'infrazione;1) il risultato della gara 2) la zona del terreno di gioco dove viene commessa l'infrazione;B; ; ; ; ; ; ; 
154;L'Arbitro è impossibilitato ad emettere tempestivamente il fischio per interrompere il gioco. Dovrà...;attendere che il pallone esca da una linea perimetrale per poi comunicare con la voce e/o con i gesti che il gioco doveva essere interrotto secondo la motivazione dell'interruzione;lasciar proseguire il gioco fino a che non è in grado di fischiare correttamente;far comprendere con la voce e/o con i gesti che il gioco deve intendersi interrotto secondo la motivazione dell'interruzione;C; ; ; ; ; ; ; 
155;L'Arbitro può cambiare una sua decisione relativa ad una ripresa di gioco se si rende conto del proprio errore...;sempre che il gioco non sia stato ripreso o il periodo di gioco non sia terminato ed abbia lasciato il terreno di gioco;in ogni caso. E' sufficiente informare della nuova decisione i capitani di entrambe le squadre;Anche se ha ripreso il gioco;A; ; ; ; ; ; ; 
156;L'Arbitro durante l'intervallo, nel proprio spogliatoio, si rende conto di avere assunto una decisione tecnica errata.;Prima dell'inizio del secondo tempo potrà modificarla poiché il gioco non è ancora stato ripreso;Riprenderà regolarmente il secondo tempo, riportando l'accaduto nel rapporto di gara;Non potrà in alcun modo modificare la decisione in quanto il periodo di gioco si è ormai concluso e i calciatori sono rientrati negli spogliatoi;C; ; ; ; ; ; ; 
157;L'uso del fischietto è necessario per riprendere il gioco...;in tutte le varie situazioni;sui calci di punizione (quando è richiesta la verifica della distanza regolamentare) e sui calci di rigore;sui calci di punizione (quando è richiesta la verifica della distanza regolamentare) e sui calci d'angolo;B; ; ; ; ; ; ; 
158;L'uso del fischietto è obbligatorio in occasione della segnatura di una rete e per riprendere il gioco sui calci di punizione, quando è richiesta la verifica della distanza regolamentare.;Non è obbligatorio in occasione della segnatura di una rete;Non è obbligatorio per riprendere il gioco sui calci di punizione, quando è richiesta la verifica della distanza regolamentare;Si. E' sempre obbligatorio nei due casi citati;A; ; ; ; ; ; ; 
159;La presenza nel recinto di gioco del medico sociale della squadra ospitante nei campionati della LND in ambito nazionale è obbligatoria. Se il medico è assente l'Arbitro...;deve segnalarlo nel rapporto di gara;non deve iniziare la gara;inizierà la gara;A; ; ; ; ; ; ; 
160;Nel rapporto di gara deve essere riportato il nominativo del calciatore che ha provocato, anche se involontariamente, l'infortunio di un altro calciatore?;Si;No;Si, se la prognosi dell'infortunio è superiore a tre giorni;B; ; ; ; ; ; ; 
161;"Un medico che commette un'infrazione passibile di espulsione ...";anche se la squadra non ha un altro medico disponibile deve lasciare il recinto di gioco come gli altri dirigenti;può rimanere nell'area tecnica anche se la squadra ha un altro medico disponibile;"può rimanere nell'area tecnica solo se la squadra non ha un altro medico disponibile e intervenire se un calciatore necessita di cure";C; ; ; ; ; ; ; 
162;Qualora un calciatore espulso si rifiuti di abbandonare il recinto di gioco come dovrà regolarsi l'Arbitro?;Dovrà chiedere l'intervento del capitano. Se questi si dimostrasse solidale lo espellerà e si rivolgerà al vice capitano. Se anche quest'ultimo dovesse essere solidale, espellerà anche lui e fischierà anticipatamente la fine della gara;Dovrà chiedere l'intervento del capitano. Se questi si dimostrasse solidale lo espellerà e fischierà anticipatamente la fine della gara;Dovrà chiedere l'intervento del dirigente accompagnatore ufficiale. Se questi si dimostrasse solidale lo espellerà e fischierà anticipatamente la fine della gara;A; ; ; ; ; ; ; 
163;"Qualora una squadra si rifiutasse di iniziare o proseguire la gara, l'Arbitro ...";non inizierà la gara o fischierà anticipatamente la fine della stessa;"dovrà accertarsi inequivocabilmente della decisione, facendosi rilasciare, ove possibile, una dichiarazione scritta e la comunicherà all'altra squadra";dovrà accertarsi inequivocabilmente della decisione e la comunicherà all'altra squadra;B; ; ; ; ; ; ; 
164;Quando due calciatori commettono contemporaneamente due infrazioni, l'Arbitro punisce quella più grave in termini di...;impatto tattico, provvedimento disciplinare, ripresa del gioco e gravità fisica;gravità fisica, provvedimento disciplinare, ripresa del gioco ed impatto tattico;provvedimento disciplinare, ripresa del gioco, gravità fisica ed impatto tattico;C; ; ; ; ; ; ; 
165;"Quando non è presente un dirigente della società ospitante incaricato dell'assistenza all'Arbitro ...";tale incarico può essere conferito al dirigente accompagnatore ufficiale della stessa;tale incarico può essere conferito al capitano della stessa;quest'ultimo non darà inizio alla gara, facendo menzione dell'accaduto nel rapporto di gara;A; ; ; ; ; ; ; 
166;Se due calciatori della medesima squadra si scontrano l'Arbitro, dopo aver interrotto il gioco e averli fatti soccorrere,...;deve farli uscire dal terreno di gioco;non deve farli uscire dal terreno di gioco;deve far uscire il calciatore che ha subito l'infortunio più grave;B; ; ; ; ; ; ; 
167;Un calciatore infortunato esce dal terreno di gioco per le cure del caso. Quando e da dove potrà rientrare, dopo aver ottenuto il consenso dell'Arbitro?;Da un qualsiasi punto delle linee perimetrali;Sempre e soltanto da una delle due linee laterali;Soltanto da una delle due linee laterali, distante dall'azione, se il pallone è in gioco altrimenti da un qualsiasi punto delle linee perimetrali;C; ; ; ; ; ; ; 
168;Uno spettatore emette un fischio simile a quelli dell'Arbitro e un calciatore raccoglie il pallone con le mani all'interno della propria area di rigore supponendo che sia stato emesso proprio dall'Arbitro. A tal punto l'Arbitro...;preso l'idoneo provvedimento disciplinare, concederà un calcio di rigore alla squadra avversaria;interromperà il gioco e lo riprenderà con una propria rimessa a favore di un difensore;interromperà il gioco e lo riprenderà con una propria rimessa a favore del portiere;C; ; ; ; ; ; ; 
169;A seguito di un contrasto di gioco un calciatore rimane ferito e sanguina abbondantemente. Come si regolerà l'Arbitro?;Interromperà il gioco e non consentirà al calciatore di prendervi parte ulteriormente fino a quando non sia arrestata l'emmorragia. Potrà allora rientrare a gioco fermo previo controllo di un Ufficiale di gara;Interromperà il gioco e non consentirà al calciatore di prendervi parte ulteriormente fino a quando non sia arrestata l'emmorragia. Potrà allora rientrare a gioco fermo su decisione del medico della propria squadra;Farà uscire il calciatore alla prima interruzione di gioco e questi potrà rientrare, arrestata l'emorragia e a gioco fermo, previo controllo di un Ufficiale di gara;A; ; ; ; ; ; ; 
170;Durante la gara l'Arbitro nota che una delle due squadre cerca deliberatamente di perdere. Cosa dovrà fare l'Arbitro?;Dovrà continuare la gara in quanto non deve valutare questo comportamento;Dovrà continuare la gara facendone menzione nel rapporto di gara;Interromperà subito la gara, richiamerà il capitano ad un atteggiamento idoneo allo spirito del gioco e in caso negativo sospenderà in maniera definitiva la gara;B; ; ; ; ; ; ; 
171;Il Responsabile dell'Ordine Pubblico incaricato dal Ministero ...;può ordinare all'Arbitro di non iniziare o sospendere una gara;non può interferire, in nessun modo, sulle competenze e responsabilità dell'Arbitro;può ordinare all'Arbitro di non far partecipare alla gara taluni calciatori e/o dirigenti;A; ; ; ; ; ; ; 
172;Se un calciatore tiene comportamenti discriminatori nei confronti di chiunque l'Arbitro ...;deve ammonirlo;deve espellerlo;deve richiamarlo ad un comportamento più etico;B; ; ; ; ; ; ; 
173;L'Arbitro inavvertitamente o per errore emette un fischio. Dovrà...;far comprendere con la voce e/o con i gesti che il gioco deve continuare;"riprendere il gioco con la modalità dell'ultima ripresa di gioco effettuata prima del fischio";riprendere il gioco con una propria rimessa nel punto in cui si trovava il pallone;C; ; ; ; ; ; ; 
174;L'Arbitro è tenuto a segnalare infrazioni alle norme di giustizia sportiva.;Solo quelle che si sono verificate nella sede della gara stessa;Tutte anche quelle che se si sono verificate lontano dalla sede della gara stessa;Solo quelle che si sono verificate durante la gara;B; ; ; ; ; ; ; 
175;L'Arbitro nel caso di infortuni gravi occorsi ai calciatori nel corso di una gara ...;deve sempre riferire in modo dettagliato nel suo rapporto di gara;non deve relazionare. La responsabilità è demandata ai sanitari e ai dirigenti della squadra del calciatore;deve attivarsi per collaborare con i dirigenti della squadra del calciatore;A; ; ; ; ; ; ; 
176;L'Arbitro può esibire i cartellini gialli e rossi durante l'intervallo o dopo che la gara è terminata?;No, possono essere esibiti solo fino al termine della gara;Si, se si trova sul terreno di gioco;Si, fino a che non ha lasciato l'impianto sportivo;B; ; ; ; ; ; ; 
177;L'Arbitro, secondo le Regole del Gioco, può essere ritenuto responsabile per un infortunio subito da un calciatore?;No, mai;Solo per un infortunio causato da una sua decisione errata;Solo per un infortuni che richiedano il ricovero del calciatore in una struttura ospedaliera;A; ; ; ; ; ; ; 
178;L'uso del fischietto non è necessario per interrompere il gioco per un caso chiaro di...;calcio di rinvio, calcio d'angolo, rimessa laterale e segnatura di una rete;calcio di rinvio, calcio d'angolo, calcio di rigore e segnatura di una rete;calcio di rinvio, calcio d'angolo, calcio di punizione quando è richiesta la verifica della distanza regolamentare e segnatura di una rete;A; ; ; ; ; ; ; 
179;Un dirigente ammesso a prendere posto nell'area tecnica fuma durante la gara. L'Arbitro...;alla prima interruzione dovrà invitarlo a smettere e in caso di rifiuto lo espellerà dal recinto di gioco;alla prima interruzione dovrà invitarlo a smettere e in caso di rifiuto lo ammonirà;riporterà l'accaduto sul rapporto di gara;A; ; ; ; ; ; ; 
180;L'Arbitro può applicare il vantaggio...;ogni volta che si verifica un'infrazione o viene commesso un fallo punibile con un provvedimento disciplinare;ogni volta che si verifica un'infrazione o viene commesso un fallo;ogni volta che si verifica un'infrazione o viene commesso un fallo punibile con un calcio di punizione indiretto;B; ; ; ; ; ; ; 
181;L'Arbitro interrompe l'azione di un attaccante per fuorigioco. Si rende poi conto di aver commesso un errore. Come riprende il gioco?;Con una propria rimessa dal punto in cui si trovava il pallone al momento dell'interruzione;"Non può tornare indietro sulla sua decisione e per questo assegnerà un calcio di punizione indiretto alla squadra difendente";Con una propria rimessa dal punto in cui si trovava l'attaccante al momento dell'interruzione;A; ; ; ; ; ; ; 
182;Nelle competizioni giovanili, in quelle tra veterani, tra calciatori diversamente abili e nel calcio di base ...;non può essere mai previsto il rientro di un calciatore sostituito;può essere prevista l'espulsione temporanea con l'accordo delle squadre e dell'Arbitro;può essere prevista l'espulsione temporanea se autorizzata dalla Federazione;C; ; ; ; ; ; ; 
183;Dopo l'infortunio di un Assistente Ufficiale, non essendo reperibile un sostituto, la gara prosegue con due Assistenti di parte. Qualora l'Assistente in seguito si riprenda dall'infortunio ...;non può riprendere le proprie funzioni e la gara continua fino al termine con gli Assistenti di parte;l'Assistente può riprendere di nuovo le proprie funzioni insieme all'altro Assistente, rimasto a disposizione;l'Arbitro sospende in maniera definitiva la gara perchè non può effettuare una seconda sostituzione degli Assistenti;B; ; ; ; ; ; ; 
184;Nel caso di una sostituzione, l'Assistente, in assenza del 4° Ufficiale, deve ...;recarsi immediatamente all'altezza della linea mediana per prendere parte alle procedure per la sostituzione;fare una segnalazione all'Arbitro alla prima interruzione di gioco. Dovrà poi recarsi presso la panchina della squadra che effettua la sostituzione per prendere parte alle procedure della stessa;fare una segnalazione all'Arbitro alla prima interruzione di gioco. Dovrà poi recarsi all'altezza della linea mediana per prendere parte alle procedure per la sostituzione;C; ; ; ; ; ; ; 
185;Se una rete viene segnata senza che vi siano dubbi in merito alla decisione, l'Arbitro e l'Assistente entreranno in contatto e poi l'Assistente ...;dovrà correre rapidamente per 25-30 metri lungo la linea laterale verso la linea mediana senza alzare la bandierina;dovrà camminare lentamente lungo la linea laterale fino alla linea mediana senza alzare la bandierina;dovrà correre rapidamente per 25-30 metri lungo la linea laterale verso la linea mediana sventolando la bandierina;A; ; ; ; ; ; ; 
186;Nelle gare organizzate dalla LND, per le quali non sia prevista la designazione dei tre Ufficiali di gara, un calciatore di riserva viene impiegato nel ruolo di Assistente di parte.;Non può più successivamente sostituire un calciatore, qualora il suo ruolo di Assistente venga affidato ad altra persona;Può successivamente sostituire un calciatore, qualora il suo ruolo di Assistente venga affidato ad altra persona;Può successivamente sostituire un calciatore, solo se si tratta del portiere, qualora il suo ruolo di Assistente venga affidato ad altra persona;B; ; ; ; ; ; ; 
187;A fine gara, il rapporto di gara dell'Assistente se non prevede nessuna segnalazione...;non deve essere consegnato all'Arbitro. Sarà cura dell'Arbitro redarre il rapporto di gara del Collega;può non essere consegnato all'Arbitro per allegarlo al suo rapporto;deve essere sempre consegnato all'Arbitro anche se privo di annotazioni;C; ; ; ; ; ; ; 
188;A gioco in svolgimento un Assistente di parte entra sul terreno di gioco e blocca deliberatamente il pallone.;L'Arbitro, previa ammonizione dell'Assistente di parte, riprenderà il gioco con un calcio di punizione indiretto in favore della squadra avversaria dal punto in cui il pallone è stato toccato;L'Arbitro, previa espulsione dell'Assistente di parte e sua sostituzione con altro tesserato idoneo, riprenderà il gioco con una propria rimessa nel punto in cui il pallone è stato toccato;L'Arbitro, previa espulsione dell'Assistente di parte e sua sostituzione con altro tesserato idoneo, riprenderà il gioco con un calcio di punizione diretto in favore della squadra avversaria dal punto in cui il pallone è stato toccato;C; ; ; ; ; ; ; 
189;Come dovrà comportarsi l'Arbitro in caso di assenza di uno degli Assistenti designati?;Cercherà di reperire un altro Arbitro o Assistente oppure chiederà a ciascuna squadra di mettere a disposizione un Assistente di parte ed inizierà la gara all'orario ufficiale;Chiederà a ciascuna squadra di mettere a disposizione un Assistente di parte ed inizierà la gara all'orario ufficiale;Non darà inizio alla gara e riporterà poi l'accaduto nel rapporto di gara;A; ; ; ; ; ; ; 
190;Durante un'azione di gioco il pallone viene volontariamente toccato o bloccato da un Assistente di parte. Come si regolerà l'Arbitro?;Interrompe il gioco, espelle l'Assistente facendolo sostituire con un altro tesserato idoneo e riprende il gioco con un calcio di punizione diretto dove è avvenuta l'interferenza;Interrompe il gioco, espelle l'Assistente facendolo sostituire con un altro tesserato idoneo e riprende il gioco con un calcio di punizione indiretto dove è avvenuta l'interferenza;Interrompe il gioco, espelle l'Assistente facendolo sostituire con un altro tesserato idoneo e riprende il gioco con una propria rimessa dove è avvenuta l'interferenza;A; ; ; ; ; ; ; 
191;Gli Assistenti possono comunicare a calciatori, dirigenti o altre persone il tempo trascorso o mancante alla fine della gara?;Si, purché la richiesta avvenga a gioco fermo;No, in nessun caso;Si, purché la richiesta avvenga a gioco fermo e solo da parte del dirigente accompagnatore ufficiale della squadra;B; ; ; ; ; ; ; 
192;Gli Assistenti sono tenuti a segnalare immediatamente all'Arbitro, sventolando in modo ben visibile la bandierina, quando una persona ammessa nel recinto di gioco utilizza espressione blasfema?;Sì, gli Assistenti sono tenuti a segnalare immediatamente all'Arbitro solo se si tratta di un calciatore titolare;Sì, gli Assistenti sono tenuti a segnalare immediatamente all'Arbitro solo se si tratta di dirigente;Sì, gli Assistenti sono tenuti a segnalare immediatamente all'Arbitro se si tratta di un calciatore, anche se di riserva o sostituito, o di un'altra persona ammessa nel recinto di gioco;C; ; ; ; ; ; ; 
193;I due Assistenti Ufficiali arrivano in ritardo al campo di gioco quando la gara è già iniziata da 15 minuti con l'utilizzo di due Assistenti di parte. Cosa devono fare?;Indossare subito la divisa e sostituire gli Assistenti di parte alla prima interruzione di gioco;Non possono più assumere le proprie funzioni e la gara continua fino al termine con gli Assistenti di parte;Indossare subito la divisa e sostituire gli Assistenti di parte solo se il primo tempo della gara non è ancora terminato;A; ; ; ; ; ; ; 
194;Il 4° Ufficiale può sostituire l'Arbitro o uno degli Assistenti in caso di malessere o infortunio?;Si, laddove il 4° Ufficiale designato sia un Arbitro può sostituire solo l'Arbitro;Si, laddove il 4° Ufficiale designato sia un Assistente può sostituire solo l'Assistente;"Si, laddove il 4° Ufficiale designato sia un Assistente può sostituire sia l'Arbitro sia l'Assistente";B; ; ; ; ; ; ; 
195;Il 4° Ufficiale deve riferire all'Arbitro in merito a fatti gravi da addebitarsi a persone ammesse nel recinto di gioco?;No, non è suo compito informare l'Arbitro. Questo compito è invece delegato ai solo Assistenti Ufficiali;Si, è suo compito esclusivo e specifico informare l'Arbitro;Si, analogamente a quanto è nei compiti e nei poteri degli Assistenti Ufficiali;C; ; ; ; ; ; ; 
196;Il segnale acustico della bandierina elettronica è uno strumento supplementare da usare ...;solo quando necessario per attirare l'attenzione dell'Arbitro;solo per segnalare un fuorigioco;solo per segnalare un fallo di gioco sfuggito all'attenzione dell'Arbitro;A; ; ; ; ; ; ; 
197;"In assenza di un Assistente Ufficiale viene reperito tra il pubblico un Arbitro per svolgere tale ruolo. Dopo l'inizio della gara giunge l'Assistente designato.";L'Arbitro dovrà immediatamente sostituire il collega già reperito con l'Assistente designato;L'Arbitro continuerà la gara con il collega già reperito nella funzione di Assistente;L'Arbitro dovrà immediatamente sostituire i due colleghi con gli Assistenti di parte;B; ; ; ; ; ; ; 
198;In caso di fuorigioco, se l'Arbitro non vede immediatamente la bandierina alzata, l'Assistente dovrà ...;abbassare la bandierina e riproporre la segnalazione quando l'Arbitro è in condizione di vederla;mantenere la segnalazione finché verrà visto dall'Arbitro;mantenere la segnalazione finché verrà visto dall'Arbitro o finché il pallone sarà tornato chiaramente in possesso della squadra difendente;C; ; ; ; ; ; ; 
199;In una gara di allievi regionali un calciatore di riserva, in mancanza dell'Assistente di parte, è impiegato in tale ruolo.;Nel corso della gara non potrà più sostituire un calciatore titolare;Nel corso della gara potrà comunque sostituire un calciatore titolare;Nel corso della gara potrà comunque sostituire solo il portiere titolare;B; ; ; ; ; ; ; 
200;L'Arbitro, in assenza di un Assistente Ufficiale, ha dispensato l'altro collega presente ed inizia la gara con due Assistenti di parte. Durante la gara li potrà sostituire?;Si, se nel corso della gara sopraggiungesse l'Assistente designato l'Arbitro dovrà provvedere a sostituire gli Assistenti di parte con quelli Ufficiali;No, anche se sopraggiungesse l'Assistente designato in ritardo l'Arbitro dovrà continuare la gara fino al termine con gli Assistenti di parte;Si, ma solo se nel corso del primo tempo sopraggiungesse l'Assistente designato l'Arbitro dovrà provvedere a sostituire gli Assistenti di parte con quelli Ufficiali;A; ; ; ; ; ; ; 
201;L'Assistente deve alzare la bandierina quando un fallo o una scorrettezza ...;vengono commessi fuori della visuale dell'Arbitro;vengono commessi da un calciatore attaccante;sono passibili di provvedimento disciplinare;A; ; ; ; ; ; ; 
202;"L'Assistente deve segnalare se nell'esecuzione di un calcio di rigore ...";il tiratore effettua una finta irregolare;"il portiere si muove chiaramente dalla linea di porta prima che il pallone sia stato calciato";uno o più calciatori penetrano nell'area di rigore prima che il pallone sia stato calciato;B; ; ; ; ; ; ; 
203;La sostituzione di un Assistente Ufficiale con un altro Arbitro o Assistente Ufficiale diventa definitiva nel momento in cui ...;l'altro Arbitro o Assistente si posiziona sulla linea laterale;solamente quando la gara ha inizio;la gara ha inizio o, se già iniziata, nel momento in cui il gioco riprende dopo tale sostituzione;C; ; ; ; ; ; ; 
204;Le bandierine degli Assistenti di parte devono essere fornite ...;da entrambe le società che partecipano alla gara;dall'organizzazione della competizione;"dalla società sul cui campo si disputa la gara anche nel caso di una gara giocata in campo neutro";C; ; ; ; ; ; ; 
205;Nelle gare di Settore Giovanile un calciatore che inizia la gara con funzioni di Assistente di parte...;nel corso della gara potrà eventualmente partecipare al gioco come calciatore;nel corso della gara non potrà più partecipare al gioco come calciatore;nel corso della gara potrà sostituire solo il portiere titolare;A; ; ; ; ; ; ; 
206;Quando il pallone oltrepassa la linea di porta vicino all'Assistente, di norma, questi ...;attenderà la conferma dell'Arbitro prima di indicare se il gioco deve essere ripreso con un calcio di rinvio o un calcio d'angolo;segnalerà solo la fuoriuscita del pallone dalla linea di porta;segnalerà direttamente per indicare se il gioco deve essere ripreso con un calcio di rinvio o un calcio d'angolo, usando la mano destra;C; ; ; ; ; ; ; 
207;Quando vengono commessi un fallo o una scorrettezza l'Assistente deve alzare la bandierina...;indifferentemente con la mano destra o con la mano sinistra;con la stessa mano che userà anche per il resto della segnalazione, in maniera da poter poi indicare chiaramente all'Arbitro chi ha subito il fallo;sventolandola chiaramente indifferentemente con la mano destra o con la mano sinistra;B; ; ; ; ; ; ; 
208;Se l'Arbitro non vede una segnalazione dell'Assistente su un pallone uscito interamente da una linea perimetrale...;questi deve mantenerla fino a quando non viene percepita;questi deve abbassare la bandierina e attendere la prima interruzione di gioco per poi segnalare di nuovo all'Arbitro;questi deve mantenerla fino a che la squadra che avrebbe usufruito della rimessa in gioco non sarà tornata chiaramente in possesso del pallone;A; ; ; ; ; ; ; 
209;Infrazione di fuorigioco: nel caso in cui l'Arbitro non veda immediatamente la bandierina alzata, l'Assistente...;dovrà mantenere la segnalazione finchè verrà visto dall'Arbitro o fino alla prima interruzione di gioco;dovrà mantenere la segnalazione finchè verrà visto dall'Arbitro;"dovrà mantenere la segnalazione finchè verrà visto dall'Arbitro o finchè il pallone sarà tornato chiaramente in possesso della squadra difendente";C; ; ; ; ; ; ; 
210;Un Assistente deve avvertire l'Arbitro che per errata individuazione sta ammonendo un calciatore al posto di un altro o che sta incorrendo in errore ammonendo per la seconda volta uno stesso calciatore senza espellerlo.;Falso. Deve avvertire l'Arbitro solo nel caso che stia ammonendo per la seconda volta uno stesso calciatore senza espellerlo;VERO;Falso. Deve avvertire l'Arbitro solo nel caso che stia ammonendo un calciatore al posto di un altro;B; ; ; ; ; ; ; 
